Annotation	word	definitions	BM_original	Source	VVAA	A1	A2	precission_definitions_mean	ic_precission_definitions_mean	familiarity_definitions_mean	imageability_definitions_mean	concreteness_definitions_mean	physicality_definitions_mean
guided	fret	a small bar of metal across the fingerboard of a musical instrument; when the string is stopped by a finger at the metal bar it will produce a note of the desired pitch	to worry about something continuously	uk.bl.ethos.589186	1.0	1.0	1.0	5.32	1.23	477.06	4.86	04.04	2.96
guided	fret	worry unnecessarily or excessively	to worry about something continuously	uk.bl.ethos.589186	0.0	0.0	0.0	2.75	0.0	472.33	6.11	02.07	2.42
guided	fret	be agitated or irritated	to worry about something continuously	uk.bl.ethos.589186	0.0	0.0	0.0	4.25	0.0	535.0	4.24	2.57	2.22
guided	fret	provide (a musical instrument) with frets	to worry about something continuously	uk.bl.ethos.589186	0.0	1.0	1.0	6.2	9.24	523.67	5.2	3.34	3.69
guided	fret	become or make sore by or as if by rubbing	to worry about something continuously	uk.bl.ethos.589186	0.0	1.0	1.0	3.67	3.39	462.0	05.04	2.8	3.36
guided	fret	cause annoyance in	to worry about something continuously	uk.bl.ethos.589186	0.0	0.0	0.0	4.0	0.0	501.5	4.85	2.28	2.18
guided	fret	gnaw into; make resentful or angry	to worry about something continuously	uk.bl.ethos.589186	0.0	1.0		3.0	0.0	532.6	4.26	2.84	4.21
guided	fret	carve a pattern into	to worry about something continuously	uk.bl.ethos.589186	0.0	1.0	1.0	5.0	3.23	370.5	4.32	3.8	02.04
guided	fret	decorate with an interlaced design	to worry about something continuously	uk.bl.ethos.589186	0.0	1.0	1.0	3.5	0.0	440.33	4.68	3.25	2.68
guided	fret	be too tight; rub or press	to worry about something continuously	uk.bl.ethos.589186	1.0	1.0	1.0	2.33	0.0	451.5	3.74	04.03	3.73
guided	fret	cause friction	to worry about something continuously	uk.bl.ethos.589186	0.0	1.0	1.0	4.5	0.0	482.0	4.7	2.72	2.86
guided	fret	remove soil or rock	to worry about something continuously	uk.bl.ethos.589186	0.0	1.0	1.0	4.25	0.0	502.67	6.37	4.31	2.29
guided	fret	wear away or erode	to worry about something continuously	uk.bl.ethos.589186	0.0	1.0	1.0	3.0	0.0	326.0	04.06	03.03	2.91
guided	speed	distance travelled per unit time	[uncountable and countable] the rate at which something moves or travels	uk.bl.ethos.589187		1.0	1.0	1.5	0.0	546.8	4.6	2.96	3.45
guided	speed	a rate (usually rapid) at which something happens	[uncountable and countable] the rate at which something moves or travels	uk.bl.ethos.589187		1.0	0.0	3.17	0.6	490.57	4.89	2.36	3.31
guided	speed	changing location rapidly	[uncountable and countable] the rate at which something moves or travels	uk.bl.ethos.589187		1.0	1.0	2.33	2.33	469.33	3.94	2.75	2.71
guided	speed	the ratio of the focal length to the diameter of a (camera) lens system	[uncountable and countable] the rate at which something moves or travels	uk.bl.ethos.589187	0.0	1.0	1.0	5.75	1.32	487.0	5.44	3.62	03.08
guided	speed	a central nervous system stimulant that increases energy and decreases appetite; used to treat narcolepsy and some forms of depression	[uncountable and countable] the rate at which something moves or travels	uk.bl.ethos.589187	1.0	1.0	1.0	5.0	1.44	480.29	4.93	2.92	3.45
guided	speed	move fast	[uncountable and countable] the rate at which something moves or travels	uk.bl.ethos.589187	0.0	1.0	1.0	0.0	0.0	482.5	3.38	3.28	2.73
guided	speed	move faster	[uncountable and countable] the rate at which something moves or travels	uk.bl.ethos.589187	0.0	1.0	1.0	0.0	0.0	549.0	4.83	3.0	3.0
guided	speed	move very fast	[uncountable and countable] the rate at which something moves or travels	uk.bl.ethos.589187	0.0	1.0	1.0	0.0	0.0	482.5	3.38	3.28	2.73
guided	speed	travel at an excessive or illegal velocity	[uncountable and countable] the rate at which something moves or travels	uk.bl.ethos.589187	1.0	1.0	1.0	4.29	3.7	545.75	05.02	2.64	2.7
guided	speed	cause to move faster	[uncountable and countable] the rate at which something moves or travels	uk.bl.ethos.589187	0.0	1.0	1.0	0.0	0.0	510.33	4.32	2.81	2.58
guided	economy	the system of production and distribution and consumption	[countable] the system by which a country.s trade, industry, and money are organized	uk.bl.ethos.589188	0.0	1.0	0.0	8.5	0.45	555.0	3.99	3.0	2.72
guided	economy	the efficient use of resources	[countable] the system by which a country.s trade, industry, and money are organized	uk.bl.ethos.589188	0.0	0.0	0.0	5.67	0.6	519.5	4.57	2.3	3.7
guided	economy	frugality in the expenditure of money or resources	[countable] the system by which a country.s trade, industry, and money are organized	uk.bl.ethos.589188	0.0	0.0	0.0	6.0	03.02	485.33	4.8	3.17	3.64
guided	economy	an act of economizing; reduction in cost	[countable] the system by which a country.s trade, industry, and money are organized	uk.bl.ethos.589188	1.0	0.0	1.0	5.0	0.45	534.2	4.2	2.57	3.54
guided	hurtling	move with or as if with a rushing sound	to move very quickly, especially in an uncontrolled way	uk.bl.ethos.589189	0.0	1.0		4.67	0.0	480.67	4.79	3.28	2.67
guided	hurtling	make a thrusting forward movement	to move very quickly, especially in an uncontrolled way	uk.bl.ethos.589189	1.0	1.0	1.0	4.4	5.21	463.5	06.01	03.02	2.45
guided	hurtling	throw forcefully	to move very quickly, especially in an uncontrolled way	uk.bl.ethos.589189	0.0	1.0	1.0	1.5	3.12	397.0	5.83	3.36	3.17
guided	reverse	a relation of direct opposition	1. to start to happen or to make something happen in the opposite way OR 2. the position of the gears in a vehicle that makes it go backwards	uk.bl.ethos.589190	0.0	0.0	0.0	5.5	1.21	474.0	5.8	2.17	3.26
guided	reverse	the gears by which the motion of a machine can be reversed	1. to start to happen or to make something happen in the opposite way OR 2. the position of the gears in a vehicle that makes it go backwards	uk.bl.ethos.589190	1.0	1.0	1.0	5.25	1.44	424.0	5.82	3.74	2.99
guided	reverse	an unfortunate happening that hinders or impedes; something that is thwarting or frustrating	1. to start to happen or to make something happen in the opposite way OR 2. the position of the gears in a vehicle that makes it go backwards	uk.bl.ethos.589190	0.0	0.0	0.0	3.9	1.34	532.12	3.51	1.91	3.41
guided	reverse	the side of a coin or medal that does not bear the principal design	1. to start to happen or to make something happen in the opposite way OR 2. the position of the gears in a vehicle that makes it go backwards	uk.bl.ethos.589190	0.0	1.0	1.0	5.8	0.78	500.5	4.59	4.18	2.66
guided	reverse	(American football) a running play in which a back running in one direction hands the ball to a back running in the opposite direction	1. to start to happen or to make something happen in the opposite way OR 2. the position of the gears in a vehicle that makes it go backwards	uk.bl.ethos.589190	0.0	1.0	1.0	6.6	2.17	466.44	4.76	3.88	04.02
guided	reverse	turning in the opposite direction	1. to start to happen or to make something happen in the opposite way OR 2. the position of the gears in a vehicle that makes it go backwards	uk.bl.ethos.589190	0.0	1.0	1.0	6.25	1.39	508.33	5.67	2.59	3.16
guided	reverse	change to the contrary	1. to start to happen or to make something happen in the opposite way OR 2. the position of the gears in a vehicle that makes it go backwards	uk.bl.ethos.589190	0.0	0.0	0.0	0.5	0.0	409.5	4.85	2.22	3.8
guided	reverse	turn inside out or upside down	1. to start to happen or to make something happen in the opposite way OR 2. the position of the gears in a vehicle that makes it go backwards	uk.bl.ethos.589190	0.0	1.0	1.0	3.5	1.46	473.0	4.8	3.24	2.94
guided	reverse	rule against	1. to start to happen or to make something happen in the opposite way OR 2. the position of the gears in a vehicle that makes it go backwards	uk.bl.ethos.589190	0.0	0.0	0.0	7.0		321.0	2.55	2.57	3.0
guided	reverse	cancel officially	1. to start to happen or to make something happen in the opposite way OR 2. the position of the gears in a vehicle that makes it go backwards	uk.bl.ethos.589190	0.0	0.0	0.0	3.5		494.5	4.69	02.01	2.7
guided	reverse	reverse the position, order, relation, or condition of	1. to start to happen or to make something happen in the opposite way OR 2. the position of the gears in a vehicle that makes it go backwards	uk.bl.ethos.589190	0.0	1.0		6.2		513.75	5.7	2.61	3.47
guided	reverse	directed or moving toward the rear	1. to start to happen or to make something happen in the opposite way OR 2. the position of the gears in a vehicle that makes it go backwards	uk.bl.ethos.589190	0.0	1.0	1.0	2.5		491.25	4.73	03.02	3.58
guided	reverse	of the transmission gear causing backward movement in a motor vehicle	1. to start to happen or to make something happen in the opposite way OR 2. the position of the gears in a vehicle that makes it go backwards	uk.bl.ethos.589190	0.0	1.0	1.0	5.11		413.86	04.05	3.76	2.59
guided	reverse	reversed (turned backward) in order or nature or effect	1. to start to happen or to make something happen in the opposite way OR 2. the position of the gears in a vehicle that makes it go backwards	uk.bl.ethos.589190	0.0	0.0		4.22		438.12	5.18	2.82	3.22
guided	come	the thick white fluid containing spermatozoa that is ejaculated by the male genital tract	[intransitive] to move or travel to the place where you are	uk.bl.ethos.589191	0.0	1.0	1.0	3.0	1.38	437.25	5.66	4.12	2.68
guided	come	move toward, travel toward something or somebody or approach something or somebody	[intransitive] to move or travel to the place where you are	uk.bl.ethos.589191	0.0	1.0	1.0	4.75	1.23	468.0	3.92	2.83	2.92
guided	come	reach a destination; arrive by movement or progress	[intransitive] to move or travel to the place where you are	uk.bl.ethos.589191	0.0	1.0	1.0	5.12	06.06	560.83	4.31	3.3	3.17
guided	come	come to pass; arrive, as in due course	[intransitive] to move or travel to the place where you are	uk.bl.ethos.589191	0.0	1.0	0.0	2.0	2.56	564.17	4.52	3.24	3.48
guided	come	reach or enter a state, relation, condition, use, or position	[intransitive] to move or travel to the place where you are	uk.bl.ethos.589191	0.0	0.0	0.0	4.9	0.0	546.09	5.71	2.86	3.41
guided	come	to be the product or result	[intransitive] to move or travel to the place where you are	uk.bl.ethos.589191	0.0	1.0	0.0	4.75	0.0	442.5	4.47	3.51	3.1
guided	come	be found or available	[intransitive] to move or travel to the place where you are	uk.bl.ethos.589191	0.0	0.0	0.0	3.0	0.0	431.5	3.63	2.32	3.72
guided	come	come forth	[intransitive] to move or travel to the place where you are	uk.bl.ethos.589191	0.0	0.0	1.0	0.0		483.5	5.65	2.55	2.5
guided	come	be a native of	[intransitive] to move or travel to the place where you are	uk.bl.ethos.589191	0.0	0.0	0.0	6.33	0.0	568.0	4.21	03.03	2.58
guided	come	extend or reach	[intransitive] to move or travel to the place where you are	uk.bl.ethos.589191	0.0	1.0	0.0	4.0	0.0	534.0	3.36	3.32	2.16
guided	come	exist or occur in a certain point in a series	[intransitive] to move or travel to the place where you are	uk.bl.ethos.589191	0.0	0.0	0.0	5.2	0.0	493.8	04.03	2.44	03.09
guided	come	cover a certain distance	[intransitive] to move or travel to the place where you are	uk.bl.ethos.589191	0.0	1.0	1.0	3.25	0.0	483.0	3.1	03.03	2.8
guided	come	come under, be classified or included	[intransitive] to move or travel to the place where you are	uk.bl.ethos.589191	0.0	0.0	0.0	3.2	0.0	518.0	5.37	2.36	3.31
guided	come	happen as a result	[intransitive] to move or travel to the place where you are	uk.bl.ethos.589191	1.0	0.0	0.0	4.25	0.0	402.5	3.63	2.32	2.2
guided	come	add up in number or quantity	[intransitive] to move or travel to the place where you are	uk.bl.ethos.589191	0.0	1.0	0.0	5.17	6.27	406.0	05.03	03.09	3.52
guided	come	develop into	[intransitive] to move or travel to the place where you are	uk.bl.ethos.589191	0.0	0.0	0.0	1.0	0.0	577.0	6.29	1.87	2.45
guided	come	be received	[intransitive] to move or travel to the place where you are	uk.bl.ethos.589191	0.0	0.0	0.0	2.0	0.0	361.0	6.4	2.67	1.9
guided	come	come to one's mind; suggest itself	[intransitive] to move or travel to the place where you are	uk.bl.ethos.589191	0.0	1.0	0.0	3.0	0.0	484.5	4.14	2.75	3.34
guided	come	come from; be connected by a relationship of blood, for example	[intransitive] to move or travel to the place where you are	uk.bl.ethos.589191	0.0	0.0	0.0	4.29	0.0	545.14	4.52	3.22	2.95
guided	come	proceed or get along	[intransitive] to move or travel to the place where you are	uk.bl.ethos.589191	0.0	0.0	0.0	3.25	0.0	506.0	4.19	2.36	2.28
guided	come	experience orgasm	[intransitive] to move or travel to the place where you are	uk.bl.ethos.589191	0.0	1.0	1.0	7.0	5.49	492.0	4.35	2.88	3.0
guided	come	have a certain priority	[intransitive] to move or travel to the place where you are	uk.bl.ethos.589191	0.0	0.0	0.0	5.0	0.0	421.0	2.82	1.72	3.23
guided	shock	the feeling of distress and disbelief that you have when something bad happens accidentally	[countable] [usually singular] something that happens unexpectedly and makes you feel very surprised and upset	uk.bl.ethos.589192	0.0	0.0	0.0	3.71	2.29	466.86	4.37	1.91	03.07
guided	shock	the violent interaction of individuals or groups entering into combat	[countable] [usually singular] something that happens unexpectedly and makes you feel very surprised and upset	uk.bl.ethos.589192	0.0	1.0	1.0	5.0	2.13	475.0	5.35	3.44	2.97
guided	shock	a reflex response to the passage of electric current through the body	[countable] [usually singular] something that happens unexpectedly and makes you feel very surprised and upset	uk.bl.ethos.589192	0.0	1.0	1.0	5.38	2.23	497.67	4.44	3.57	2.64
guided	shock	(pathology) bodily collapse or near collapse caused by inadequate oxygen delivery to the cells; characterized by reduced cardiac output and rapid heartbeat and circulatory insufficiency and pallor	[countable] [usually singular] something that happens unexpectedly and makes you feel very surprised and upset	uk.bl.ethos.589192	1.0	1.0	1.0	3.18	0.82	509.71	4.44	2.99	3.21
guided	shock	an instance of agitation of the earth's crust	[countable] [usually singular] something that happens unexpectedly and makes you feel very surprised and upset	uk.bl.ethos.589192	0.0	1.0	1.0	7.4	0.2	395.8	4.8	3.42	3.24
guided	shock	an unpleasant or disappointing surprise	[countable] [usually singular] something that happens unexpectedly and makes you feel very surprised and upset	uk.bl.ethos.589192	0.0	0.0	0.0	4.0	0.3	419.33	4.14	2.32	3.77
guided	shock	a pile of sheaves of grain set on end in a field to dry; stalks of Indian corn set up in a field	[countable] [usually singular] something that happens unexpectedly and makes you feel very surprised and upset	uk.bl.ethos.589192	0.0	1.0	1.0	5.74	01.03	493.0	3.31	04.06	2.92
guided	shock	a bushy thick mass (especially hair)	[countable] [usually singular] something that happens unexpectedly and makes you feel very surprised and upset	uk.bl.ethos.589192	0.0	1.0	1.0	3.33	0.3	464.43	5.16	3.49	3.63
guided	shock	a sudden jarring impact	[countable] [usually singular] something that happens unexpectedly and makes you feel very surprised and upset	uk.bl.ethos.589192	0.0	0.0	1.0	4.0	0.3	520.67	4.0	2.34	3.18
guided	shock	a mechanical damper; absorbs energy of sudden impulses	[countable] [usually singular] something that happens unexpectedly and makes you feel very surprised and upset	uk.bl.ethos.589192	0.0	1.0	1.0	4.71	03.07	535.17	4.45	2.87	3.85
guided	shock	surprise greatly; knock someone's socks off	[countable] [usually singular] something that happens unexpectedly and makes you feel very surprised and upset	uk.bl.ethos.589192	0.0	1.0	0.0	3.33	0.0	521.17	4.17	3.27	3.87
guided	shock	strike with disgust or revulsion	[countable] [usually singular] something that happens unexpectedly and makes you feel very surprised and upset	uk.bl.ethos.589192	0.0	0.0	0.0	4.75	0.0	457.67	3.27	2.77	03.04
guided	shock	strike with horror or terror	[countable] [usually singular] something that happens unexpectedly and makes you feel very surprised and upset	uk.bl.ethos.589192	0.0	1.0	0.0	5.25	0.0	452.67	4.31	3.0	2.24
guided	shock	collide violently	[countable] [usually singular] something that happens unexpectedly and makes you feel very surprised and upset	uk.bl.ethos.589192	0.0	1.0	1.0	0.0	0.0	316.5	6.6	2.95	3.42
guided	shock	collect or gather into shocks	[countable] [usually singular] something that happens unexpectedly and makes you feel very surprised and upset	uk.bl.ethos.589192	0.0	1.0	1.0	3.5	3.57	455.33	5.63	3.36	03.02
guided	shock	subject to electrical shocks	[countable] [usually singular] something that happens unexpectedly and makes you feel very surprised and upset	uk.bl.ethos.589192	0.0	1.0	1.0	1.0	5.32	433.33	5.17	3.51	3.11
guided	shock	inflict a trauma upon	[countable] [usually singular] something that happens unexpectedly and makes you feel very surprised and upset	uk.bl.ethos.589192	0.0	0.0	0.0	6.33	0.0	493.33	04.01	2.77	2.65
guided	attack	(military) an offensive against an enemy (using weapons)	the act of using weapons against an enemy in a war	https://aclanthology.org/2024.lrec-main.982/	0.0	1.0	1.0	6.14	1.86	471.25	5.33	2.98	3.36
guided	attack	an offensive move in a sport or game	the act of using weapons against an enemy in a war	https://aclanthology.org/2024.lrec-main.982/	0.0	1.0	1.0	5.25	0.36	429.0	3.76	3.33	2.47
guided	attack	intense adverse criticism	the act of using weapons against an enemy in a war	https://aclanthology.org/2024.lrec-main.982/	0.0	0.0	0.0	1.67	2.62	559.67	4.56	2.24	2.47
guided	attack	ideas or actions intended to deal with a problem or situation	the act of using weapons against an enemy in a war	https://aclanthology.org/2024.lrec-main.982/	0.0	0.0	0.0	6.0	0.34	517.83	4.56	2.36	3.21
guided	attack	the act of attacking	the act of using weapons against an enemy in a war	https://aclanthology.org/2024.lrec-main.982/	0.0	0.0		4.0	0.6	469.5	5.17	2.46	4.14
guided	attack	a decisive manner of beginning a musical tone or phrase	the act of using weapons against an enemy in a war	https://aclanthology.org/2024.lrec-main.982/	1.0	1.0	0.0	5.56	0.55	508.83	3.53	2.66	2.45
guided	attack	a sudden occurrence of an uncontrollable condition	the act of using weapons against an enemy in a war	https://aclanthology.org/2024.lrec-main.982/	0.0	0.0	0.0	4.83	0.6	531.5	4.47	2.22	3.3
guided	attack	the onset of a corrosive or destructive process (as by a chemical agent)	the act of using weapons against an enemy in a war	https://aclanthology.org/2024.lrec-main.982/	0.0	1.0	1.0	4.91	0.57	493.88	5.16	3.0	3.27
guided	attack	strong criticism	the act of using weapons against an enemy in a war	https://aclanthology.org/2024.lrec-main.982/	0.0	0.0	0.0	2.5	2.62	471.0	6.35	2.6	2.89
guided	attack	launch an attack or assault on; begin hostilities or start warfare with	the act of using weapons against an enemy in a war	https://aclanthology.org/2024.lrec-main.982/	1.0	1.0	1.0	5.9	0.0	479.0	5.4	03.05	3.52
guided	attack	attack in speech or writing	the act of using weapons against an enemy in a war	https://aclanthology.org/2024.lrec-main.982/	0.0	1.0	0.0	5.0	0.0	464.0	4.76	3.59	2.73
guided	attack	take the initiative and go on the offensive	the act of using weapons against an enemy in a war	https://aclanthology.org/2024.lrec-main.982/	0.0	0.0	0.0	3.8	0.0	499.25	3.24	2.58	2.7
guided	attack	attack someone physically or emotionally	the act of using weapons against an enemy in a war	https://aclanthology.org/2024.lrec-main.982/	1.0	0.0	1.0	3.0		466.75	5.18	2.9	3.18
guided	attack	set to work upon; turn one's energies vigorously to a task	the act of using weapons against an enemy in a war	https://aclanthology.org/2024.lrec-main.982/	1.0	1.0	0.0	3.5	0.0	471.5	4.87	3.2	3.23
guided	attack	begin to injure	the act of using weapons against an enemy in a war	https://aclanthology.org/2024.lrec-main.982/	0.0	1.0	1.0	1.5	1.46	378.0	4.37	03.02	03.02
guided	grasp	understanding of the nature or meaning or quality or magnitude of something	To seize and hold firmly with one.s hands	http://hdl.handle.net/10871/40319	0.0	0.0	0.0	6.0	0.63	524.67	3.23	2.19	3.12
guided	grasp	the limit of capability	To seize and hold firmly with one.s hands	http://hdl.handle.net/10871/40319	0.0	0.0	0.0	5.0	0.6	539.5	5.37	2.1	02.04
guided	grasp	an intellectual hold or understanding	To seize and hold firmly with one.s hands	http://hdl.handle.net/10871/40319	0.0	0.0	0.0	5.0	0.4	489.0	3.98	2.47	2.93
guided	grasp	the act of grasping	To seize and hold firmly with one.s hands	http://hdl.handle.net/10871/40319	0.0	0.0		7.0	4.65	599.0	3.98	2.86	04.09
guided	grasp	hold firmly	To seize and hold firmly with one.s hands	http://hdl.handle.net/10871/40319	0.0	1.0	1.0	1.0	0.0	533.0	5.4	3.0	2.9
guided	grasp	get the meaning of something	To seize and hold firmly with one.s hands	http://hdl.handle.net/10871/40319	0.0	0.0	0.0	3.0	0.0	530.67	2.88	02.02	3.49
guided	goal	the state of affairs that a plan is intended to achieve and that (when achieved) terminates behavior intended to achieve it	the net or structure that you try to get the ball into in games such as football and basketball	DOI: 10.1075/ijolc.21051.cho	0.0	0.0	0.0	4.54	1.14	530.5	05.01	2.48	3.61
guided	goal	the place designated as the end (as of a race or journey)	the net or structure that you try to get the ball into in games such as football and basketball	DOI: 10.1075/ijolc.21051.cho	0.0	1.0	1.0	5.11	0.74	437.43	5.49	03.04	3.48
guided	goal	game equipment consisting of the place toward which players of a game try to advance a ball or puck in order to score points	the net or structure that you try to get the ball into in games such as football and basketball	DOI: 10.1075/ijolc.21051.cho	1.0	1.0	1.0	5.47	2.38	501.14	4.91	3.66	3.22
guided	goal	a successful attempt at scoring	the net or structure that you try to get the ball into in games such as football and basketball	DOI: 10.1075/ijolc.21051.cho	0.0	11.0	1.0	4.0	0.6	455.0	4.39	2.38	2.67
guided	view	a way of regarding situations or topics etc.	.view. here is a physical one, as one can view, for example, a film or a house	DOI: 10.1075/ijolc.21051.cho	0.0	0.0	0.0	6.33	0.77	420.6	4.9	02.05	3.22
guided	view	the visual percept of a region	.view. here is a physical one, as one can view, for example, a film or a house	DOI: 10.1075/ijolc.21051.cho	0.0	0.0	1.0	5.0	2.71	485.67	4.1	2.67	3.52
guided	view	the act of looking or seeing or observing	.view. here is a physical one, as one can view, for example, a film or a house	DOI: 10.1075/ijolc.21051.cho	0.0	1.0	1.0	6.83	01.07	448.25	5.14	03.09	3.14
guided	view	the range of the eye	.view. here is a physical one, as one can view, for example, a film or a house	DOI: 10.1075/ijolc.21051.cho	0.0	1.0	1.0	5.0	0.4	443.5	5.72	04.06	2.64
guided	view	a personal belief or judgment that is not founded on proof or certainty	.view. here is a physical one, as one can view, for example, a film or a house	DOI: 10.1075/ijolc.21051.cho	0.0	0.0	0.0	4.42	01.09	469.33	5.11	1.87	3.58
guided	view	a message expressing a belief about something; the expression of a belief that is held with confidence but not substantiated by positive knowledge or proof	.view. here is a physical one, as one can view, for example, a film or a house	DOI: 10.1075/ijolc.21051.cho	0.0	0.0	0.0	4.2	1.11	475.62	4.56	2.19	3.64
guided	view	purpose; the phrase `with a view to' means `with the intention of' or `for the purpose of'	.view. here is a physical one, as one can view, for example, a film or a house	DOI: 10.1075/ijolc.21051.cho	0.0	0.0	0.0	6.29	1.25	514.42	4.61	2.16	2.67
guided	view	graphic art consisting of the graphic or photographic representation of a visual percept	.view. here is a physical one, as one can view, for example, a film or a house	DOI: 10.1075/ijolc.21051.cho	1.0	1.0	1.0	3.4	1.54	563.25	4.68	2.93	03.03
guided	view	the range of interest or activity that can be anticipated	.view. here is a physical one, as one can view, for example, a film or a house	DOI: 10.1075/ijolc.21051.cho	0.0	0.0	0.0	3.71	0.0	450.75	4.95	2.58	2.7
guided	view	outward appearance	.view. here is a physical one, as one can view, for example, a film or a house	DOI: 10.1075/ijolc.21051.cho	0.0	1.0	1.0	2.0	5.81	511.0	4.28	2.68	3.6
guided	view	deem to be	.view. here is a physical one, as one can view, for example, a film or a house	DOI: 10.1075/ijolc.21051.cho	0.0	0.0	0.0	2.0	2.71	594.0	3.35	2.1	3.17
guided	view	look at carefully; study mentally	.view. here is a physical one, as one can view, for example, a film or a house	DOI: 10.1075/ijolc.21051.cho	0.0	0.0	1.0	1.6	0.0	484.6	4.2	2.68	3.35
guided	view	see or watch	.view. here is a physical one, as one can view, for example, a film or a house	DOI: 10.1075/ijolc.21051.cho	0.0	1.0	1.0	3.67	6.98	454.5	4.32	3.91	2.75
guided	course	education imparted in a series of lessons or meetings	an area of land or water where a race takes place	DOI: 10.1075/ijolc.21051.cho	0.0	1.0	1.0	6.38	01.08	547.25	5.5	03.05	2.13
guided	course	a connected series of events or actions or developments	an area of land or water where a race takes place	DOI: 10.1075/ijolc.21051.cho	0.0	0.0	0.0	6.38	0.26	521.2	4.36	2.71	2.36
guided	course	general line of orientation	an area of land or water where a race takes place	DOI: 10.1075/ijolc.21051.cho	0.0	0.0	0.0	8.0	0.43	415.67	3.79	2.85	3.94
guided	course	a mode of action	an area of land or water where a race takes place	DOI: 10.1075/ijolc.21051.cho	0.0	0.0	0.0	7.0	0.73	585.0	4.12	2.66	2.32
guided	course	a line or route along which something travels or moves	an area of land or water where a race takes place	DOI: 10.1075/ijolc.21051.cho	1.0	1.0	0.0	4.38	2.27	535.83	4.58	3.21	3.27
guided	course	a body of students who are taught together	an area of land or water where a race takes place	DOI: 10.1075/ijolc.21051.cho	1.0	1.0	1.0	6.29	0.98	536.5	4.4	3.66	2.77
guided	course	part of a meal served at one time	an area of land or water where a race takes place	DOI: 10.1075/ijolc.21051.cho	0.0	1.0	1.0	4.29	3.22	425.2	5.32	3.74	2.85
guided	course	(construction) a layer of masonry	an area of land or water where a race takes place	DOI: 10.1075/ijolc.21051.cho	0.0	1.0	1.0	6.5	01.04	497.8	05.09	3.69	3.2
guided	course	facility consisting of a circumscribed area of land or water laid out for a sport	an area of land or water where a race takes place	DOI: 10.1075/ijolc.21051.cho	0.0	1.0	1.0	5.0	1.47	460.62	4.79	3.67	03.02
guided	course	move swiftly through or over	an area of land or water where a race takes place	DOI: 10.1075/ijolc.21051.cho	0.0	0.0		1.8	0.0	525.0	4.35	2.77	2.27
guided	course	move along, of liquids	an area of land or water where a race takes place	DOI: 10.1075/ijolc.21051.cho	0.0	1.0	1.0	2.33	0.0	465.25	05.07	3.37	2.86
guided	course	hunt with hounds	an area of land or water where a race takes place	DOI: 10.1075/ijolc.21051.cho	0.0	1.0	1.0	2.5	0.0	578.0	4.53	3.81	1.18
guided	course	as might be expected	an area of land or water where a race takes place	DOI: 10.1075/ijolc.21051.cho	0.0	0.0	0.0	3.25		487.5	06.08	2.32	2.23
guided	life	a characteristic state or mode of living	period between somebody.s birth and death	https://doi.org/10.5539/ells.v10n3p62	0.0	0.0	0.0	6.5	1.63	504.25	4.13	2.85	2.16
guided	life	the experience of being alive; the course of human events and activities	period between somebody.s birth and death	https://doi.org/10.5539/ells.v10n3p62	0.0	1.0	1.0	5.57	0.85	524.57	4.55	3.18	3.9
guided	life	the course of existence of an individual; the actions and events that occur in living	period between somebody.s birth and death	https://doi.org/10.5539/ells.v10n3p62	0.0	0.0	1.0	4.44	1.31	494.0	4.12	2.76	2.76
guided	life	the condition of living or the state of being alive	period between somebody.s birth and death	https://doi.org/10.5539/ells.v10n3p62	0.0	0.0	1.0	5.33	3.86	473.25	5.32	2.96	2.61
guided	life	the period during which something is functional (as between birth and death)	period between somebody.s birth and death	https://doi.org/10.5539/ells.v10n3p62	0.0	1.0	0.0	5.14	0.97	477.71	4.41	3.17	3.4
guided	life	the period between birth and the present time	period between somebody.s birth and death	https://doi.org/10.5539/ells.v10n3p62	0.0	1.0	1.0	2.4	1.9	463.25	4.98	3.56	3.29
guided	life	the period from the present until death	period between somebody.s birth and death	https://doi.org/10.5539/ells.v10n3p62	0.0	1.0	1.0	5.33	0.3	437.33	4.25	3.48	3.13
guided	life	a living person	period between somebody.s birth and death	https://doi.org/10.5539/ells.v10n3p62	0.0	1.0	1.0	6.67	0.27	426.5	5.25	3.88	2.3
guided	life	animation and energy in action or expression	period between somebody.s birth and death	https://doi.org/10.5539/ells.v10n3p62	0.0	1.0	0.0	5.67	1.39	443.25	5.13	2.98	2.78
guided	life	living things collectively	period between somebody.s birth and death	https://doi.org/10.5539/ells.v10n3p62	0.0	1.0	1.0	3.0	0.0	394.67	4.46	2.84	2.7
guided	life	the organic phenomenon that distinguishes living organisms from nonliving ones	period between somebody.s birth and death	https://doi.org/10.5539/ells.v10n3p62	0.0	1.0	1.0	2.86	1.39	482.43	4.57	3.14	2.83
guided	life	an account of the series of events making up a person's life	period between somebody.s birth and death	https://doi.org/10.5539/ells.v10n3p62	0.0	1.0	1.0	6.0	01.09	464.29	5.13	03.07	3.14
guided	life	a motive for living	period between somebody.s birth and death	https://doi.org/10.5539/ells.v10n3p62	0.0	0.0	0.0	5.0	2.3	444.5	4.32	2.27	1.82
guided	life	a prison term lasting as long as the prisoner lives	period between somebody.s birth and death	https://doi.org/10.5539/ells.v10n3p62	0.0	1.0	0.0	6.11	1.55	472.5	4.41	3.3	3.28
guided	good	benefit	it is most suitable or right for a particular purpose	https://doi.org/10.5539/ells.v10n3p63	0.0	0.0	0.0	1.0		546.0	3.15	2.25	1.36
