,word,sentence,word_sense,label,definitions,M-T,defs_means,ds_means,phy,img,conc,nb17,prec,IC,phy_ds,img_ds,conc_ds,nb17_ds,prec_ds,IC_ds
742,fighting,"At the moment , as you know , the white people and their friends are fighting with the Germans .",be engaged in a fight; carry on a fight,0.0,fight against or resist strongly,0.0,"{'physicality': 2.599765175545865, 'imageability': 4.102697234012649, 'concreteness': 2.5649205397484396, 'nb17': 0.29601926, 'precision': 3.0, 'precision_IC': 3.528683568212816}","{'physicality': 1.8482560647438468, 'imageability': 3.908044155174613, 'concreteness': 2.7697769195762008, 'nb17': 0.16738084, 'precision': 4.111111111111111, 'precision_IC': 2.4364532759029855}",2.599765175545865,4.102697234012649,2.56492053974844,0.29601926,3.0,3.528683568212816,1.8482560647438468,3.908044155174613,2.7697769195762008,0.16738084,4.111111111111111,2.436453275902985
743,fighting,"At the moment , as you know , the white people and their friends are fighting with the Germans .",be engaged in a fight; carry on a fight,0.0,make a strenuous or labored effort,0.0,"{'physicality': 2.151592048230187, 'imageability': 3.6217356634401363, 'concreteness': 2.6015487918737543, 'nb17': 0.0572765, 'precision': 5.166666666666667, 'precision_IC': 3.6941246629013174}","{'physicality': 1.8482560647438468, 'imageability': 3.908044155174613, 'concreteness': 2.7697769195762008, 'nb17': 0.16738084, 'precision': 4.111111111111111, 'precision_IC': 2.4364532759029855}",2.151592048230187,3.621735663440136,2.6015487918737543,0.0572765,5.166666666666667,3.694124662901317,1.8482560647438468,3.908044155174613,2.7697769195762008,0.16738084,4.111111111111111,2.436453275902985
744,fighting,"At the moment , as you know , the white people and their friends are fighting with the Germans .",be engaged in a fight; carry on a fight,0.0,"exert oneself continuously, vigorously, or obtrusively to gain a...",0.0,"{'physicality': 2.161132101631193, 'imageability': 3.5340447768743695, 'concreteness': 2.3452143246799446, 'nb17': 0.021637738, 'precision': 2.4285714285714284, 'precision_IC': 0.0}","{'physicality': 1.8482560647438468, 'imageability': 3.908044155174613, 'concreteness': 2.7697769195762008, 'nb17': 0.16738084, 'precision': 4.111111111111111, 'precision_IC': 2.4364532759029855}",2.161132101631193,3.534044776874369,2.3452143246799446,0.021637738,2.4285714285714284,0.0,1.8482560647438468,3.908044155174613,2.7697769195762008,0.16738084,4.111111111111111,2.436453275902985
745,fighting,"At the moment , as you know , the white people and their friends are fighting with the Germans .",be engaged in a fight; carry on a fight,0.0,engaged in or ready for military or naval operations,1.0,"{'physicality': 2.0684963943915213, 'imageability': 4.138054244509849, 'concreteness': 2.7532435617977025, 'nb17': 0.09655694, 'precision': 4.0}","{'physicality': 1.8482560647438468, 'imageability': 3.908044155174613, 'concreteness': 2.7697769195762008, 'nb17': 0.16738084, 'precision': 4.111111111111111, 'precision_IC': 2.4364532759029855}",2.0684963943915213,4.138054244509849,2.7532435617977025,0.09655694,4.0,,1.8482560647438468,3.908044155174613,2.7697769195762008,0.16738084,4.111111111111111,2.436453275902985
746,guns,"Not the district officer 's order , but the translator 's who spoke too fast without proper consideration , as Nandi people do , and the askaris pointed their guns at you .",a weapon that discharges a missile at high velocity (especially from a metal tube or barrel),0.0,a weapon that discharges a missile at high velocity,1.0,"{'physicality': 2.257389156145111, 'imageability': 4.130651723849111, 'concreteness': 3.2080157785510255, 'nb17': 0.17128071, 'precision': 7.75, 'precision_IC': 1.6556567991584827}","{'physicality': 2.257389156145111, 'imageability': 4.130651723849111, 'concreteness': 3.2080157785510255, 'nb17': 0.17128071, 'precision': 7.75, 'precision_IC': 1.6556567991584827}",2.257389156145111,4.130651723849111,3.208015778551025,0.17128071,7.75,1.6556567991584827,2.257389156145111,4.130651723849111,3.208015778551025,0.17128071,7.75,1.6556567991584827
747,guns,"Not the district officer 's order , but the translator 's who spoke too fast without proper consideration , as Nandi people do , and the askaris pointed their guns at you .",a weapon that discharges a missile at high velocity (especially from a metal tube or barrel),0.0,large but transportable armament,1.0,"{'physicality': 2.4013507879338274, 'imageability': 4.341457126801277, 'concreteness': 3.0716847196064223, 'nb17': 0.20576306, 'precision': 1.75, 'precision_IC': 0.0}","{'physicality': 2.257389156145111, 'imageability': 4.130651723849111, 'concreteness': 3.2080157785510255, 'nb17': 0.17128071, 'precision': 7.75, 'precision_IC': 1.6556567991584827}",2.4013507879338274,4.341457126801277,3.0716847196064223,0.20576306,1.75,0.0,2.257389156145111,4.130651723849111,3.208015778551025,0.17128071,7.75,1.6556567991584827
748,guns,"Not the district officer 's order , but the translator 's who spoke too fast without proper consideration , as Nandi people do , and the askaris pointed their guns at you .",a weapon that discharges a missile at high velocity (especially from a metal tube or barrel),0.0,a person who shoots a gun,1.0,"{'physicality': 2.25741656720685, 'imageability': 4.66614426888196, 'concreteness': 3.5875403621754187, 'nb17': 0.22247545, 'precision': 7.0, 'precision_IC': 2.198788865547272}","{'physicality': 2.257389156145111, 'imageability': 4.130651723849111, 'concreteness': 3.2080157785510255, 'nb17': 0.17128071, 'precision': 7.75, 'precision_IC': 1.6556567991584827}",2.25741656720685,4.66614426888196,3.5875403621754187,0.22247545,7.0,2.198788865547272,2.257389156145111,4.130651723849111,3.208015778551025,0.17128071,7.75,1.6556567991584827
749,guns,"Not the district officer 's order , but the translator 's who spoke too fast without proper consideration , as Nandi people do , and the askaris pointed their guns at you .",a weapon that discharges a missile at high velocity (especially from a metal tube or barrel),0.0,a professional killer who uses a gun,1.0,"{'physicality': 2.297412824349284, 'imageability': 4.307014278700156, 'concreteness': 3.287788445903516, 'nb17': 0.15948415, 'precision': 5.428571428571429, 'precision_IC': 3.9635141365418507}","{'physicality': 2.257389156145111, 'imageability': 4.130651723849111, 'concreteness': 3.2080157785510255, 'nb17': 0.17128071, 'precision': 7.75, 'precision_IC': 1.6556567991584827}",2.297412824349284,4.307014278700156,3.287788445903516,0.15948415,5.428571428571429,3.9635141365418503,2.257389156145111,4.130651723849111,3.208015778551025,0.17128071,7.75,1.6556567991584827
750,guns,"Not the district officer 's order , but the translator 's who spoke too fast without proper consideration , as Nandi people do , and the askaris pointed their guns at you .",a weapon that discharges a missile at high velocity (especially from a metal tube or barrel),0.0,a hand-operated pump that resembles a revolver; forces grease in...,0.0,"{'physicality': 2.2893038490059427, 'imageability': 4.2816479944852786, 'concreteness': 3.303133057090868, 'nb17': 0.06663025, 'precision': 5.222222222222222, 'precision_IC': 1.102577038253366}","{'physicality': 2.257389156145111, 'imageability': 4.130651723849111, 'concreteness': 3.2080157785510255, 'nb17': 0.17128071, 'precision': 7.75, 'precision_IC': 1.6556567991584827}",2.2893038490059427,4.281647994485279,3.303133057090868,0.06663025,5.222222222222222,1.102577038253366,2.257389156145111,4.130651723849111,3.208015778551025,0.17128071,7.75,1.6556567991584827
751,guns,"Not the district officer 's order , but the translator 's who spoke too fast without proper consideration , as Nandi people do , and the askaris pointed their guns at you .",a weapon that discharges a missile at high velocity (especially from a metal tube or barrel),0.0,a pedal that controls the throttle valve,0.0,"{'physicality': 2.277317545119771, 'imageability': 4.176824035006874, 'concreteness': 3.2437165282161877, 'nb17': 0.043424774, 'precision': 8.8, 'precision_IC': 4.604787866100493}","{'physicality': 2.257389156145111, 'imageability': 4.130651723849111, 'concreteness': 3.2080157785510255, 'nb17': 0.17128071, 'precision': 7.75, 'precision_IC': 1.6556567991584827}",2.277317545119771,4.176824035006874,3.243716528216188,0.043424774,8.8,4.604787866100493,2.257389156145111,4.130651723849111,3.208015778551025,0.17128071,7.75,1.6556567991584827
752,guns,"Not the district officer 's order , but the translator 's who spoke too fast without proper consideration , as Nandi people do , and the askaris pointed their guns at you .",a weapon that discharges a missile at high velocity (especially from a metal tube or barrel),0.0,the discharge of a firearm as signal or as a salute in military ...,1.0,"{'physicality': 1.8314165660132333, 'imageability': 3.8227013473898657, 'concreteness': 2.8900245770193447, 'nb17': 0.102013536, 'precision': 7.363636363636363, 'precision_IC': 1.5160782448383796}","{'physicality': 2.257389156145111, 'imageability': 4.130651723849111, 'concreteness': 3.2080157785510255, 'nb17': 0.17128071, 'precision': 7.75, 'precision_IC': 1.6556567991584827}",1.831416566013233,3.8227013473898657,2.8900245770193447,0.102013536,7.363636363636363,1.5160782448383796,2.257389156145111,4.130651723849111,3.208015778551025,0.17128071,7.75,1.6556567991584827
753,guns,"Not the district officer 's order , but the translator 's who spoke too fast without proper consideration , as Nandi people do , and the askaris pointed their guns at you .",a weapon that discharges a missile at high velocity (especially from a metal tube or barrel),0.0,shoot with a gun,1.0,"{'physicality': 2.3211098564507413, 'imageability': 4.901960781740712, 'concreteness': 3.661282848730343, 'nb17': 0.3446875, 'precision': 5.333333333333333, 'precision_IC': 4.814016758778825}","{'physicality': 2.257389156145111, 'imageability': 4.130651723849111, 'concreteness': 3.2080157785510255, 'nb17': 0.17128071, 'precision': 7.75, 'precision_IC': 1.6556567991584827}",2.3211098564507413,4.901960781740712,3.661282848730343,0.3446875,5.333333333333333,4.814016758778825,2.257389156145111,4.130651723849111,3.208015778551025,0.17128071,7.75,1.6556567991584827
802,crazy,It is completely crazy .,bizarre or fantastic,0.0,someone deranged and possibly dangerous,1.0,"{'physicality': 2.6770689878338563, 'imageability': 3.8320842999325917, 'concreteness': 2.3882495049926122, 'nb17': 0.2315361, 'precision': 1.0, 'precision_IC': 2.333545243735693}","{'physicality': 2.7928970991620727, 'imageability': 3.729575425396893, 'concreteness': 2.161450270120119, 'nb17': 0.28546396, 'precision': 3.0}",2.6770689878338563,3.832084299932592,2.388249504992612,0.2315361,1.0,2.333545243735693,2.7928970991620727,3.729575425396893,2.161450270120119,0.28546396,3.0,
804,crazy,It is completely crazy .,bizarre or fantastic,0.0,foolish; totally unsound,0.0,"{'physicality': 2.740946742705491, 'imageability': 3.0673749093396765, 'concreteness': 1.8847103510235343, 'nb17': 0.26862812, 'precision': 0.0}","{'physicality': 2.7928970991620727, 'imageability': 3.729575425396893, 'concreteness': 2.161450270120119, 'nb17': 0.28546396, 'precision': 3.0}",2.740946742705491,3.0673749093396765,1.8847103510235343,0.26862812,0.0,,2.7928970991620727,3.729575425396893,2.161450270120119,0.28546396,3.0,
805,crazy,It is completely crazy .,bizarre or fantastic,0.0,possessed by inordinate excitement,0.0,"{'physicality': 2.6663942061105903, 'imageability': 3.300144436133852, 'concreteness': 2.127819751956784, 'nb17': 0.1826037, 'precision': 1.75}","{'physicality': 2.7928970991620727, 'imageability': 3.729575425396893, 'concreteness': 2.161450270120119, 'nb17': 0.28546396, 'precision': 3.0}",2.6663942061105903,3.300144436133852,2.127819751956784,0.1826037,1.75,,2.7928970991620727,3.729575425396893,2.161450270120119,0.28546396,3.0,
806,crazy,It is completely crazy .,bizarre or fantastic,0.0,bizarre or fantastic,0.0,"{'physicality': 2.7928970991620727, 'imageability': 3.729575425396893, 'concreteness': 2.161450270120119, 'nb17': 0.28546396, 'precision': 3.0}","{'physicality': 2.7928970991620727, 'imageability': 3.729575425396893, 'concreteness': 2.161450270120119, 'nb17': 0.28546396, 'precision': 3.0}",2.7928970991620727,3.729575425396893,2.161450270120119,0.28546396,3.0,,2.7928970991620727,3.729575425396893,2.161450270120119,0.28546396,3.0,
807,crazy,It is completely crazy .,bizarre or fantastic,0.0,intensely enthusiastic about or preoccupied with,0.0,"{'physicality': 2.2766363169358375, 'imageability': 3.7703022991999924, 'concreteness': 2.262815953321735, 'nb17': 0.10552751, 'precision': 1.8}","{'physicality': 2.7928970991620727, 'imageability': 3.729575425396893, 'concreteness': 2.161450270120119, 'nb17': 0.28546396, 'precision': 3.0}",2.276636316935837,3.770302299199992,2.262815953321735,0.10552751,1.8,,2.7928970991620727,3.729575425396893,2.161450270120119,0.28546396,3.0,
826,acquired,Commitment means that the individual has acquired clear and firm beliefs both about himself or herself and the world .,come into the possession of something concrete or abstract,1.0,come into the possession of something concrete or abstract,1.0,"{'physicality': 1.9883707350710642, 'imageability': 3.6903200642628855, 'concreteness': 2.6400093106727156, 'nb17': 0.06354569, 'precision': 4.2, 'precision_IC': 0.0}","{'physicality': 1.9883707350710642, 'imageability': 3.6903200642628855, 'concreteness': 2.6400093106727156, 'nb17': 0.06354569, 'precision': 4.2, 'precision_IC': 0.0}",1.988370735071064,3.6903200642628855,2.640009310672716,0.06354569,4.2,0.0,1.988370735071064,3.6903200642628855,2.640009310672716,0.06354569,4.2,0.0
827,acquired,Commitment means that the individual has acquired clear and firm beliefs both about himself or herself and the world .,come into the possession of something concrete or abstract,1.0,"take on a certain form, attribute, or aspect",0.0,"{'physicality': 1.6966508459390937, 'imageability': 3.325839594736055, 'concreteness': 2.4339253096917264, 'nb17': 0.07084453, 'precision': 4.0, 'precision_IC': 4.994265337147153}","{'physicality': 1.9883707350710642, 'imageability': 3.6903200642628855, 'concreteness': 2.6400093106727156, 'nb17': 0.06354569, 'precision': 4.2, 'precision_IC': 0.0}",1.6966508459390937,3.325839594736055,2.4339253096917264,0.07084453,4.0,4.994265337147153,1.988370735071064,3.6903200642628855,2.640009310672716,0.06354569,4.2,0.0
829,acquired,Commitment means that the individual has acquired clear and firm beliefs both about himself or herself and the world .,come into the possession of something concrete or abstract,1.0,gain knowledge or skills,0.0,"{'physicality': 2.393599145658909, 'imageability': 3.645057489916148, 'concreteness': 2.4320834452463544, 'nb17': 0.1906392, 'precision': 4.25, 'precision_IC': 0.0}","{'physicality': 1.9883707350710642, 'imageability': 3.6903200642628855, 'concreteness': 2.6400093106727156, 'nb17': 0.06354569, 'precision': 4.2, 'precision_IC': 0.0}",2.393599145658909,3.645057489916148,2.4320834452463544,0.1906392,4.25,0.0,1.988370735071064,3.6903200642628855,2.640009310672716,0.06354569,4.2,0.0
830,acquired,Commitment means that the individual has acquired clear and firm beliefs both about himself or herself and the world .,come into the possession of something concrete or abstract,1.0,gain through experience,0.0,"{'physicality': 2.351459198234775, 'imageability': 3.2377658005828067, 'concreteness': 2.361383643365629, 'nb17': 0.18958594, 'precision': 1.0, 'precision_IC': 1.3572654057833713}","{'physicality': 1.9883707350710642, 'imageability': 3.6903200642628855, 'concreteness': 2.6400093106727156, 'nb17': 0.06354569, 'precision': 4.2, 'precision_IC': 0.0}",2.351459198234775,3.2377658005828067,2.361383643365629,0.18958594,1.0,1.3572654057833713,1.988370735071064,3.6903200642628855,2.640009310672716,0.06354569,4.2,0.0
831,acquired,Commitment means that the individual has acquired clear and firm beliefs both about himself or herself and the world .,come into the possession of something concrete or abstract,1.0,gotten through environmental forces,0.0,"{'physicality': 2.318933560120824, 'imageability': 3.9971825454938426, 'concreteness': 2.761752306864017, 'nb17': 0.12738769, 'precision': 1.0}","{'physicality': 1.9883707350710642, 'imageability': 3.6903200642628855, 'concreteness': 2.6400093106727156, 'nb17': 0.06354569, 'precision': 4.2, 'precision_IC': 0.0}",2.318933560120824,3.9971825454938426,2.761752306864017,0.12738769,1.0,,1.988370735071064,3.6903200642628855,2.640009310672716,0.06354569,4.2,0.0
838,constructed,"The GIST hypothesis was that female under-achievement in science and technology is at least partly socially constructed by the school , an hypothesis based on research evidence as well as critical feminist analysis ( see , for example , Kelly , 1981 ) .","put together out of artificial or natural components or parts; ; ; He manufactured a popular cereal""",1.0,make by combining materials and parts,1.0,"{'physicality': 2.2158331176598334, 'imageability': 4.152059410211765, 'concreteness': 3.1188258992257367, 'nb17': 0.11809355, 'precision': 3.8, 'precision_IC': 6.625800679400566}","{'physicality': 2.086982927672589, 'imageability': 3.8245795963237144, 'concreteness': 2.829218277833482, 'nb17': 0.12882574, 'precision': 3.7142857142857144, 'precision_IC': 4.969376629038225}",2.2158331176598334,4.152059410211765,3.1188258992257367,0.11809355,3.8,6.625800679400566,2.086982927672589,3.8245795963237135,2.829218277833482,0.12882574,3.7142857142857135,4.969376629038225
839,constructed,"The GIST hypothesis was that female under-achievement in science and technology is at least partly socially constructed by the school , an hypothesis based on research evidence as well as critical feminist analysis ( see , for example , Kelly , 1981 ) .","put together out of artificial or natural components or parts; ; ; He manufactured a popular cereal""",1.0,put together out of artificial or natural components or parts; ...,1.0,"{'physicality': 2.1182669144797015, 'imageability': 3.908482130528518, 'concreteness': 2.8217946041733857, 'nb17': 0.091503546, 'precision': 3.3333333333333335, 'precision_IC': 0.0}","{'physicality': 2.086982927672589, 'imageability': 3.8245795963237144, 'concreteness': 2.829218277833482, 'nb17': 0.12882574, 'precision': 3.7142857142857144, 'precision_IC': 4.969376629038225}",2.118266914479701,3.908482130528518,2.8217946041733857,0.091503546,3.333333333333333,0.0,2.086982927672589,3.8245795963237135,2.829218277833482,0.12882574,3.7142857142857135,4.969376629038225
840,constructed,"The GIST hypothesis was that female under-achievement in science and technology is at least partly socially constructed by the school , an hypothesis based on research evidence as well as critical feminist analysis ( see , for example , Kelly , 1981 ) .","put together out of artificial or natural components or parts; ; ; He manufactured a popular cereal""",1.0,draw with suitable instruments and under specified conditions,0.0,"{'physicality': 2.229788622469753, 'imageability': 3.9629830314964494, 'concreteness': 2.841316119530438, 'nb17': 0.09240823, 'precision': 2.1666666666666665, 'precision_IC': 1.460513460947877}","{'physicality': 2.086982927672589, 'imageability': 3.8245795963237144, 'concreteness': 2.829218277833482, 'nb17': 0.12882574, 'precision': 3.7142857142857144, 'precision_IC': 4.969376629038225}",2.229788622469753,3.96298303149645,2.841316119530438,0.09240823,2.1666666666666665,1.460513460947877,2.086982927672589,3.8245795963237135,2.829218277833482,0.12882574,3.7142857142857135,4.969376629038225
841,constructed,"The GIST hypothesis was that female under-achievement in science and technology is at least partly socially constructed by the school , an hypothesis based on research evidence as well as critical feminist analysis ( see , for example , Kelly , 1981 ) .","put together out of artificial or natural components or parts; ; ; He manufactured a popular cereal""",1.0,create by linking linguistic units,0.0,"{'physicality': 2.1754508714714422, 'imageability': 3.4479025319207524, 'concreteness': 2.604333859613982, 'nb17': 0.17085233, 'precision': 1.2, 'precision_IC': 1.4675473774183165}","{'physicality': 2.086982927672589, 'imageability': 3.8245795963237144, 'concreteness': 2.829218277833482, 'nb17': 0.12882574, 'precision': 3.7142857142857144, 'precision_IC': 4.969376629038225}",2.1754508714714422,3.4479025319207524,2.604333859613982,0.17085233,1.2,1.4675473774183163,2.086982927672589,3.8245795963237135,2.829218277833482,0.12882574,3.7142857142857135,4.969376629038225
842,constructed,"The GIST hypothesis was that female under-achievement in science and technology is at least partly socially constructed by the school , an hypothesis based on research evidence as well as critical feminist analysis ( see , for example , Kelly , 1981 ) .","put together out of artificial or natural components or parts; ; ; He manufactured a popular cereal""",1.0,"create by organizing and linking ideas, arguments, or concepts",0.0,"{'physicality': 2.0269428893550185, 'imageability': 3.633453117480759, 'concreteness': 2.503301618380719, 'nb17': 0.12161563, 'precision': 4.375, 'precision_IC': 0.9783649182788777}","{'physicality': 2.086982927672589, 'imageability': 3.8245795963237144, 'concreteness': 2.829218277833482, 'nb17': 0.12882574, 'precision': 3.7142857142857144, 'precision_IC': 4.969376629038225}",2.0269428893550185,3.633453117480759,2.503301618380719,0.12161563,4.375,0.9783649182788776,2.086982927672589,3.8245795963237135,2.829218277833482,0.12882574,3.7142857142857135,4.969376629038225
843,constructed,"The GIST hypothesis was that female under-achievement in science and technology is at least partly socially constructed by the school , an hypothesis based on research evidence as well as critical feminist analysis ( see , for example , Kelly , 1981 ) .","put together out of artificial or natural components or parts; ; ; He manufactured a popular cereal""",1.0,reassemble mentally,0.0,"{'physicality': 3.1198808963695956, 'imageability': 4.045065651067134, 'concreteness': 2.580395334150174, 'nb17': 0.12835181, 'precision': 1.0, 'precision_IC': 0.0}","{'physicality': 2.086982927672589, 'imageability': 3.8245795963237144, 'concreteness': 2.829218277833482, 'nb17': 0.12882574, 'precision': 3.7142857142857144, 'precision_IC': 4.969376629038225}",3.119880896369596,4.045065651067134,2.580395334150174,0.12835181,1.0,0.0,2.086982927672589,3.8245795963237135,2.829218277833482,0.12882574,3.7142857142857135,4.969376629038225
862,destroyed,"How can History be a unity if it is also conflictual , if each action is aimed at destroying the other and results in a double negation in which the original aims of each action have been destroyed by the other ?",destroy completely; damage irreparably,1.0,"do away with, cause the destruction or undoing of",1.0,"{'physicality': 1.9478613296720493, 'imageability': 3.5546925343471134, 'concreteness': 2.509517772067879, 'nb17': 0.1718311, 'precision': 3.6666666666666665, 'precision_IC': 0.0}","{'physicality': 3.217771798588574, 'imageability': 4.2598553516182704, 'concreteness': 2.73390951760636, 'nb17': 0.5013086, 'precision': 0.25, 'precision_IC': 3.422893308546731}",1.9478613296720493,3.5546925343471134,2.509517772067879,0.1718311,3.6666666666666665,0.0,3.217771798588574,4.2598553516182704,2.73390951760636,0.5013086,0.25,3.422893308546731
863,destroyed,"How can History be a unity if it is also conflictual , if each action is aimed at destroying the other and results in a double negation in which the original aims of each action have been destroyed by the other ?",destroy completely; damage irreparably,1.0,destroy completely; damage irreparably,0.0,"{'physicality': 3.217771798588574, 'imageability': 4.2598553516182704, 'concreteness': 2.73390951760636, 'nb17': 0.5013086, 'precision': 0.25, 'precision_IC': 3.422893308546731}","{'physicality': 3.217771798588574, 'imageability': 4.2598553516182704, 'concreteness': 2.73390951760636, 'nb17': 0.5013086, 'precision': 0.25, 'precision_IC': 3.422893308546731}",3.217771798588574,4.2598553516182704,2.73390951760636,0.5013086,0.25,3.422893308546731,3.217771798588574,4.2598553516182704,2.73390951760636,0.5013086,0.25,3.422893308546731
864,destroyed,"How can History be a unity if it is also conflictual , if each action is aimed at destroying the other and results in a double negation in which the original aims of each action have been destroyed by the other ?",destroy completely; damage irreparably,1.0,defeat soundly,0.0,"{'physicality': 3.098781042797599, 'imageability': 4.1284650956801485, 'concreteness': 2.5406071389725953, 'nb17': 0.1734688, 'precision': 3.5, 'precision_IC': 0.0}","{'physicality': 3.217771798588574, 'imageability': 4.2598553516182704, 'concreteness': 2.73390951760636, 'nb17': 0.5013086, 'precision': 0.25, 'precision_IC': 3.422893308546731}",3.098781042797599,4.1284650956801485,2.5406071389725957,0.1734688,3.5,0.0,3.217771798588574,4.2598553516182704,2.73390951760636,0.5013086,0.25,3.422893308546731
865,destroyed,"How can History be a unity if it is also conflictual , if each action is aimed at destroying the other and results in a double negation in which the original aims of each action have been destroyed by the other ?",destroy completely; damage irreparably,1.0,spoiled or ruined or demolished,1.0,"{'physicality': 2.5985353049530193, 'imageability': 4.140261406986286, 'concreteness': 2.5681646426779965, 'nb17': 0.4306155, 'precision': 5.0}","{'physicality': 3.217771798588574, 'imageability': 4.2598553516182704, 'concreteness': 2.73390951760636, 'nb17': 0.5013086, 'precision': 0.25, 'precision_IC': 3.422893308546731}",2.5985353049530198,4.140261406986286,2.5681646426779965,0.4306155,5.0,,3.217771798588574,4.2598553516182704,2.73390951760636,0.5013086,0.25,3.422893308546731
866,cultivated,"The youth … is capable of having principles ; his religious and moral ideas can be cultivated , and he is able to attend to his own refinement .",foster the growth of,1.0,foster the growth of,1.0,"{'physicality': 1.9273876761576592, 'imageability': 3.5989328791871777, 'concreteness': 2.7194151680327097, 'nb17': 0.098150134, 'precision': 3.0, 'precision_IC': 0.0}","{'physicality': 1.9273876761576592, 'imageability': 3.5989328791871777, 'concreteness': 2.7194151680327097, 'nb17': 0.098150134, 'precision': 3.0, 'precision_IC': 0.0}",1.9273876761576592,3.5989328791871777,2.7194151680327097,0.098150134,3.0,0.0,1.9273876761576592,3.5989328791871777,2.7194151680327097,0.098150134,3.0,0.0
867,cultivated,"The youth … is capable of having principles ; his religious and moral ideas can be cultivated , and he is able to attend to his own refinement .",foster the growth of,1.0,prepare for crops,1.0,"{'physicality': 2.127021114590052, 'imageability': 4.325917413392271, 'concreteness': 3.0641273241976053, 'nb17': 0.16691895, 'precision': 1.5, 'precision_IC': 3.8665449060471824}","{'physicality': 1.9273876761576592, 'imageability': 3.5989328791871777, 'concreteness': 2.7194151680327097, 'nb17': 0.098150134, 'precision': 3.0, 'precision_IC': 0.0}",2.127021114590052,4.325917413392271,3.0641273241976053,0.16691895,1.5,3.8665449060471824,1.9273876761576592,3.5989328791871777,2.7194151680327097,0.098150134,3.0,0.0
868,cultivated,"The youth … is capable of having principles ; his religious and moral ideas can be cultivated , and he is able to attend to his own refinement .",foster the growth of,1.0,teach or refine to be discriminative in taste or judgment,0.0,"{'physicality': 2.258153807208076, 'imageability': 3.5788246897867553, 'concreteness': 2.511478814169283, 'nb17': 0.03536637, 'precision': 3.888888888888889, 'precision_IC': 1.9473512812638358}","{'physicality': 1.9273876761576592, 'imageability': 3.5989328791871777, 'concreteness': 2.7194151680327097, 'nb17': 0.098150134, 'precision': 3.0, 'precision_IC': 0.0}",2.258153807208076,3.5788246897867557,2.511478814169283,0.03536637,3.888888888888889,1.947351281263836,1.9273876761576592,3.5989328791871777,2.7194151680327097,0.098150134,3.0,0.0
869,cultivated,"The youth … is capable of having principles ; his religious and moral ideas can be cultivated , and he is able to attend to his own refinement .",foster the growth of,1.0,adapt,1.0,"{'physicality': 2.6324195575049334, 'imageability': 3.060941074658942, 'concreteness': 2.360362644426877, 'nb17': 0.11579181, 'precision': 1.0, 'precision_IC': 0.0}","{'physicality': 1.9273876761576592, 'imageability': 3.5989328791871777, 'concreteness': 2.7194151680327097, 'nb17': 0.098150134, 'precision': 3.0, 'precision_IC': 0.0}",2.6324195575049334,3.060941074658942,2.360362644426877,0.11579181,1.0,0.0,1.9273876761576592,3.5989328791871777,2.7194151680327097,0.098150134,3.0,0.0
870,cultivated,"The youth … is capable of having principles ; his religious and moral ideas can be cultivated , and he is able to attend to his own refinement .",foster the growth of,1.0,no longer in the natural state; developed by human care and for ...,1.0,"{'physicality': 1.9974994875781986, 'imageability': 3.7185647952319907, 'concreteness': 2.5638515464319505, 'nb17': 0.060923982, 'precision': 4.111111111111111}","{'physicality': 1.9273876761576592, 'imageability': 3.5989328791871777, 'concreteness': 2.7194151680327097, 'nb17': 0.098150134, 'precision': 3.0, 'precision_IC': 0.0}",1.9974994875781984,3.718564795231991,2.5638515464319505,0.060923982,4.111111111111111,,1.9273876761576592,3.5989328791871777,2.7194151680327097,0.098150134,3.0,0.0
871,cultivated,"The youth … is capable of having principles ; his religious and moral ideas can be cultivated , and he is able to attend to his own refinement .",foster the growth of,1.0,marked by refinement in taste and manners,0.0,"{'physicality': 2.251725772636685, 'imageability': 3.6625496122617824, 'concreteness': 2.6027292820254333, 'nb17': 0.108253464, 'precision': 4.0}","{'physicality': 1.9273876761576592, 'imageability': 3.5989328791871777, 'concreteness': 2.7194151680327097, 'nb17': 0.098150134, 'precision': 3.0, 'precision_IC': 0.0}",2.251725772636685,3.6625496122617824,2.6027292820254333,0.108253464,4.0,,1.9273876761576592,3.5989328791871777,2.7194151680327097,0.098150134,3.0,0.0
